id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
2210,9364,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2211,24414,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2213,25745,,12529.36,Rechazado,fecha_siniestro_invalida
2215,18283,,13042.84,,"fecha_siniestro_invalida,estado_vacio"
2216,3983,,2450.01,Cerrado,fecha_siniestro_invalida
2217,13829,,1165.66,Abierto,fecha_siniestro_invalida
2218,2121,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2219,3863,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2220,18997,,450.11,,"fecha_siniestro_invalida,estado_vacio"
2221,8239,,10385.04,,"fecha_siniestro_invalida,estado_vacio"
2223,19293,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2224,848,,2662.33,Cerrado,fecha_siniestro_invalida
2225,3253,,2803.56,Abierto,fecha_siniestro_invalida
2226,13433,2025-09-27,7.91917,,estado_vacio
2227,3018,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2228,930,,4808.1,Abierto,fecha_siniestro_invalida
2229,14124,,2738.54,Abierto,fecha_siniestro_invalida
2230,546,,5.99862,Abierto,fecha_siniestro_invalida
2231,22059,,1.22916,Cerrado,fecha_siniestro_invalida
2232,22770,2025-03-10,8286.57,,estado_vacio
2233,15101,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2234,14868,,8850.48,Cerrado,fecha_siniestro_invalida
2235,14259,,3508.83,Rechazado,fecha_siniestro_invalida
2236,10881,,2672.13,Cerrado,fecha_siniestro_invalida
2237,22146,,4.33572,Cerrado,fecha_siniestro_invalida
2238,211,,7508.73,Abierto,fecha_siniestro_invalida
2240,7847,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2241,10744,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2243,14886,,8.08714,,"fecha_siniestro_invalida,estado_vacio"
2244,22956,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2246,2942,,7651.83,Abierto,fecha_siniestro_invalida
2247,12378,2025-06-24,6324.65,,estado_vacio
2248,616,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2249,16571,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2250,653,,14823.61,Abierto,fecha_siniestro_invalida
2251,9394,,14714.55,Abierto,fecha_siniestro_invalida
2252,10643,,5223.28,Abierto,fecha_siniestro_invalida
2253,2695,,12110.89,,"fecha_siniestro_invalida,estado_vacio"
2254,10324,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2255,12512,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2258,2702,,6564.88,Cerrado,fecha_siniestro_invalida
2259,8275,,4289.11,Rechazado,fecha_siniestro_invalida
2260,294,,1995.7,Abierto,fecha_siniestro_invalida
2261,8965,2025-08-07,2877.21,,estado_vacio
2263,16248,,2521.11,,"fecha_siniestro_invalida,estado_vacio"
2264,383,,2.89903,Abierto,fecha_siniestro_invalida
2265,21457,2025-11-14,,Abierto,monto_siniestro_invalido
2267,20025,2025-08-23,,Abierto,monto_siniestro_invalido
2268,17149,,3428.9,Cerrado,fecha_siniestro_invalida
2269,11994,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2270,5262,,2698.98,,"fecha_siniestro_invalida,estado_vacio"
2271,12807,2026-01-04,,Abierto,monto_siniestro_invalido
2272,25669,,14217.5,,"fecha_siniestro_invalida,estado_vacio"
2273,19646,,3432.68,,"fecha_siniestro_invalida,estado_vacio"
2274,10568,,41517.0,Abierto,fecha_siniestro_invalida
2275,14372,,9.05027,Abierto,fecha_siniestro_invalida
2277,16369,,11396.17,Cerrado,fecha_siniestro_invalida
2278,778,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2280,24625,,10280.03,Rechazado,fecha_siniestro_invalida
2281,9844,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2282,3087,,8941.56,,"fecha_siniestro_invalida,estado_vacio"
2283,23563,,11.49211,Rechazado,fecha_siniestro_invalida
2284,1716,,547.95,Abierto,fecha_siniestro_invalida
2285,9182,,10202.88,Cerrado,fecha_siniestro_invalida
2286,629,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2287,21733,,8114.46,Cerrado,fecha_siniestro_invalida
2288,14167,,14910.27,Cerrado,fecha_siniestro_invalida
2290,25693,,11619.68,Abierto,fecha_siniestro_invalida
2292,9566,,14828.44,,"fecha_siniestro_invalida,estado_vacio"
2293,11540,,12.84516,,"fecha_siniestro_invalida,estado_vacio"
2294,3290,,10.22301,,"fecha_siniestro_invalida,estado_vacio"
2295,22502,,3581.7,Abierto,fecha_siniestro_invalida
2296,10408,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2297,11624,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2299,856,,14863.37,,"fecha_siniestro_invalida,estado_vacio"
2300,9130,,13.01492,Abierto,fecha_siniestro_invalida
2301,19172,2025-12-26,,Cerrado,monto_siniestro_invalido
2302,25535,2025-04-22,,Cerrado,monto_siniestro_invalido
2303,15169,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2305,20381,,-7976.14,Cerrado,fecha_siniestro_invalida
2306,511,,13692.83,,"fecha_siniestro_invalida,estado_vacio"
2308,6162,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2309,19908,,6094.35,Cerrado,fecha_siniestro_invalida
2310,7070,,14.8067,Cerrado,fecha_siniestro_invalida
2311,7071,,6691.02,,"fecha_siniestro_invalida,estado_vacio"
2312,8906,,4.11113,,"fecha_siniestro_invalida,estado_vacio"
2313,5220,2025-06-16,12564.16,,estado_vacio
2314,207,,7575.95,Abierto,fecha_siniestro_invalida
2315,9092,,11258.09,Cerrado,fecha_siniestro_invalida
2316,19617,,4.97598,Abierto,fecha_siniestro_invalida
2317,18281,,11.15512,Rechazado,fecha_siniestro_invalida
2318,19853,,2723.1,Cerrado,fecha_siniestro_invalida
2319,20905,,13151.98,Cerrado,fecha_siniestro_invalida
2320,8405,,4382.48,Abierto,fecha_siniestro_invalida
2321,15504,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2322,9238,,12773.61,Cerrado,fecha_siniestro_invalida
2323,20339,,754.59,Cerrado,fecha_siniestro_invalida
2324,6083,,3266.86,Abierto,fecha_siniestro_invalida
2325,13683,,8621.92,,"fecha_siniestro_invalida,estado_vacio"
2327,22263,,800.4,Cerrado,fecha_siniestro_invalida
2328,22652,,11791.18,,"fecha_siniestro_invalida,estado_vacio"
2329,15796,,4628.55,Cerrado,fecha_siniestro_invalida
2331,1474,2025-03-15,13036.46,,estado_vacio
2332,15055,,2269.28,Abierto,fecha_siniestro_invalida
2333,17559,,10801.93,Abierto,fecha_siniestro_invalida
2334,9210,2025-03-22,8.40381,,estado_vacio
2336,9318,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2337,16616,,10442.64,Abierto,fecha_siniestro_invalida
2338,21892,,7190.29,Cerrado,fecha_siniestro_invalida
2339,10117,,7948.35,Cerrado,fecha_siniestro_invalida
2342,24584,,3824.21,,"fecha_siniestro_invalida,estado_vacio"
2343,4136,,9744.21,Rechazado,fecha_siniestro_invalida
2344,12338,,9750.47,Rechazado,fecha_siniestro_invalida
2345,13756,,2297.97,Cerrado,fecha_siniestro_invalida
2346,21253,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2347,12776,,10654.25,Cerrado,fecha_siniestro_invalida
2348,3930,,11604.19,Cerrado,fecha_siniestro_invalida
2349,760,,7023.3,Abierto,fecha_siniestro_invalida
2350,15335,,12966.01,Abierto,fecha_siniestro_invalida
2351,22211,,13086.1,,"fecha_siniestro_invalida,estado_vacio"
2352,20711,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2353,858,,9.44529,,"fecha_siniestro_invalida,estado_vacio"
2354,6864,,11051.5,,"fecha_siniestro_invalida,estado_vacio"
2356,20455,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2357,1653,,6707.44,,"fecha_siniestro_invalida,estado_vacio"
2358,1622,2026-02-01,363.03,,estado_vacio
2359,2943,,783.16,,"fecha_siniestro_invalida,estado_vacio"
2360,3942,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2361,18633,2025-10-30,6979.7,,estado_vacio
2362,18186,,8438.91,Cerrado,fecha_siniestro_invalida
2363,2737,,6.88427,,"fecha_siniestro_invalida,estado_vacio"
2364,25845,,1695.06,,"fecha_siniestro_invalida,estado_vacio"
2365,21121,,12.77465,,"fecha_siniestro_invalida,estado_vacio"
2366,10170,,3414.4,Cerrado,fecha_siniestro_invalida
2367,19568,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2368,22622,,34866.0,,"fecha_siniestro_invalida,estado_vacio"
2369,11403,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2370,22837,,5.94536,Cerrado,fecha_siniestro_invalida
2372,18743,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2373,9302,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2376,10835,,14.97228,Cerrado,fecha_siniestro_invalida
2377,8758,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2378,5878,,12931.4,Abierto,fecha_siniestro_invalida
2379,13852,,6.19029,,"fecha_siniestro_invalida,estado_vacio"
2380,17263,,1154.63,Rechazado,fecha_siniestro_invalida
2381,14036,,2.50027,Cerrado,fecha_siniestro_invalida
2382,15145,,314.53,Cerrado,fecha_siniestro_invalida
2383,15691,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2384,9924,2025-12-19,11310.24,,estado_vacio
2385,22112,2025-04-14,,Abierto,monto_siniestro_invalido
2386,5906,,9787.74,Cerrado,fecha_siniestro_invalida
2387,24065,,3308.24,Cerrado,fecha_siniestro_invalida
2388,23027,,14809.5,Rechazado,fecha_siniestro_invalida
2389,5149,,10375.18,Cerrado,fecha_siniestro_invalida
2390,8027,,1.12161,,"fecha_siniestro_invalida,estado_vacio"
2391,24460,,11.72519,Abierto,fecha_siniestro_invalida
2392,17405,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2393,22149,,2011.44,Cerrado,fecha_siniestro_invalida
2394,1520,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2395,7209,,10200.89,Abierto,fecha_siniestro_invalida
2396,7983,,5007.92,Abierto,fecha_siniestro_invalida
2397,19783,,9790.53,Abierto,fecha_siniestro_invalida
2398,17641,,7.74644,Abierto,fecha_siniestro_invalida
2399,7193,,7164.56,Cerrado,fecha_siniestro_invalida
2402,11266,,14169.91,,"fecha_siniestro_invalida,estado_vacio"
2404,21221,,14029.64,Cerrado,fecha_siniestro_invalida
2406,15740,,4078.5,Abierto,fecha_siniestro_invalida
2407,23995,,8050.4,Abierto,fecha_siniestro_invalida
2408,755,,4836.65,,"fecha_siniestro_invalida,estado_vacio"
2409,16622,2025-10-28,,Rechazado,monto_siniestro_invalido
2410,15022,,6.03184,,"fecha_siniestro_invalida,estado_vacio"
2411,24991,,7262.04,Cerrado,fecha_siniestro_invalida
2412,19992,,6.40663,Cerrado,fecha_siniestro_invalida
2413,23012,,9061.78,Abierto,fecha_siniestro_invalida
2414,1517,,6475.06,Cerrado,fecha_siniestro_invalida
2415,66,,11755.35,Abierto,fecha_siniestro_invalida
2416,1078,,5459.25,Rechazado,fecha_siniestro_invalida
2418,16583,,8.8948,,"fecha_siniestro_invalida,estado_vacio"
2419,1101,,9.17126,,"fecha_siniestro_invalida,estado_vacio"
2421,7308,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2422,24746,,2522.97,Abierto,fecha_siniestro_invalida
2423,5465,,8.22428,,"fecha_siniestro_invalida,estado_vacio"
2424,22274,2025-03-28,6628.03,,estado_vacio
2425,24214,,4013.87,Abierto,fecha_siniestro_invalida
2426,10280,,6207.54,Rechazado,fecha_siniestro_invalida
2427,251,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2428,5206,2025-02-08,5634.12,,estado_vacio
2429,5224,,37808.0,Cerrado,fecha_siniestro_invalida
2430,25623,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2432,18771,,2017.43,Abierto,fecha_siniestro_invalida
2434,20992,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2435,7115,,7962.69,Abierto,fecha_siniestro_invalida
2436,15786,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2438,20113,,9676.33,Abierto,fecha_siniestro_invalida
2439,13895,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2440,3564,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2441,62,,1496.63,Abierto,fecha_siniestro_invalida
2442,20778,,5.87943,Rechazado,fecha_siniestro_invalida
2443,2790,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2445,23615,2025-07-06,9415.52,,estado_vacio
2446,1205,,1763.15,Abierto,fecha_siniestro_invalida
2447,8840,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2448,17507,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2449,23007,,9358.52,,"fecha_siniestro_invalida,estado_vacio"
2450,17533,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2451,14441,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2452,4667,,1.72742,Cerrado,fecha_siniestro_invalida
2453,25762,2025-12-16,12799.54,,estado_vacio
2454,315,,2706.62,,"fecha_siniestro_invalida,estado_vacio"
2455,6226,,11.69136,,"fecha_siniestro_invalida,estado_vacio"
2456,22714,,4929.6,Abierto,fecha_siniestro_invalida
2457,19031,,6583.55,Abierto,fecha_siniestro_invalida
2458,12074,,14637.58,Cerrado,fecha_siniestro_invalida
2459,6830,,6.39122,Cerrado,fecha_siniestro_invalida
2460,9157,,2841.38,Cerrado,fecha_siniestro_invalida
2461,4460,2025-08-28,,,"monto_siniestro_invalido,estado_vacio"
2462,23286,,12421.35,Cerrado,fecha_siniestro_invalida
2463,19863,,14915.78,Abierto,fecha_siniestro_invalida
2464,4246,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2467,24047,,831.44,,"fecha_siniestro_invalida,estado_vacio"
2468,1404,,4.19856,Abierto,fecha_siniestro_invalida
2469,18400,,10605.84,Rechazado,fecha_siniestro_invalida
2470,19870,2026-02-24,,Abierto,monto_siniestro_invalido
2471,15609,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2472,16259,,6838.86,Abierto,fecha_siniestro_invalida
2473,4813,,1377.24,Cerrado,fecha_siniestro_invalida
2474,6772,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2476,12085,,1118.13,Rechazado,fecha_siniestro_invalida
2477,25843,,7696.83,Rechazado,fecha_siniestro_invalida
2479,13560,,2.4793,Abierto,fecha_siniestro_invalida
2480,14866,,13497.18,,"fecha_siniestro_invalida,estado_vacio"
2481,7016,2025-08-04,,,"monto_siniestro_invalido,estado_vacio"
2482,1019,,5.00597,Abierto,fecha_siniestro_invalida
2483,9149,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2484,17787,,6775.93,Cerrado,fecha_siniestro_invalida
2485,3199,,10352.24,Abierto,fecha_siniestro_invalida
2486,19872,,7863.24,Cerrado,fecha_siniestro_invalida
2487,10983,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2488,10412,,3.90619,Cerrado,fecha_siniestro_invalida
2489,6196,,9.98493,Abierto,fecha_siniestro_invalida
2490,12511,,12044.17,Abierto,fecha_siniestro_invalida
2491,8021,,2814.81,Rechazado,fecha_siniestro_invalida
2493,25631,,3.72353,Cerrado,fecha_siniestro_invalida
2494,889,,13998.03,Cerrado,fecha_siniestro_invalida
2495,23605,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2496,17445,,7228.95,Abierto,fecha_siniestro_invalida
2497,23720,,10606.96,Abierto,fecha_siniestro_invalida
2499,20298,,10.61677,Rechazado,fecha_siniestro_invalida
2500,5749,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2501,6007,,11464.16,,"fecha_siniestro_invalida,estado_vacio"
2503,23867,,8508.74,Abierto,fecha_siniestro_invalida
2504,24756,2025-11-25,,,"monto_siniestro_invalido,estado_vacio"
2505,11966,,9243.01,,"fecha_siniestro_invalida,estado_vacio"
2506,13946,,8459.98,Cerrado,fecha_siniestro_invalida
2507,15444,,9.15034,Abierto,fecha_siniestro_invalida
2508,1754,,7.7704,,"fecha_siniestro_invalida,estado_vacio"
2510,8058,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2511,12809,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2512,2582,,12624.08,Rechazado,fecha_siniestro_invalida
2513,2898,,10512.5,Cerrado,fecha_siniestro_invalida
2514,22830,,1219.12,,"fecha_siniestro_invalida,estado_vacio"
2515,21053,,13.0407,Rechazado,fecha_siniestro_invalida
2516,17054,,11.61393,Abierto,fecha_siniestro_invalida
2517,16849,,12403.79,Cerrado,fecha_siniestro_invalida
2518,22891,,11735.78,Cerrado,fecha_siniestro_invalida
2519,5197,,753.72,,"fecha_siniestro_invalida,estado_vacio"
2520,5030,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2521,10837,,9625.32,Cerrado,fecha_siniestro_invalida
2522,20072,,1244.65,Abierto,fecha_siniestro_invalida
2523,14211,,1603.59,Abierto,fecha_siniestro_invalida
2524,9396,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2525,22041,,80752.0,Abierto,fecha_siniestro_invalida
2526,5668,,11057.31,Cerrado,fecha_siniestro_invalida
2527,13738,,1115.29,,"fecha_siniestro_invalida,estado_vacio"
2528,19429,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2529,14439,,5690.29,Cerrado,fecha_siniestro_invalida
2530,22448,,7.88928,,"fecha_siniestro_invalida,estado_vacio"
2531,4616,,3.98052,Abierto,fecha_siniestro_invalida
2532,4821,,10235.17,Cerrado,fecha_siniestro_invalida
2533,5249,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2534,9782,,6497.59,Rechazado,fecha_siniestro_invalida
2535,23657,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2536,9797,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2537,18813,,3629.23,Abierto,fecha_siniestro_invalida
2538,22630,,2.39634,,"fecha_siniestro_invalida,estado_vacio"
2539,17283,,1791.99,Abierto,fecha_siniestro_invalida
2541,20512,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2542,1412,,11563.62,,"fecha_siniestro_invalida,estado_vacio"
2543,22880,,10823.73,,"fecha_siniestro_invalida,estado_vacio"
2544,24281,2026-02-17,14.75358,,estado_vacio
2545,13230,,9.72153,,"fecha_siniestro_invalida,estado_vacio"
2546,25524,,9916.53,Rechazado,fecha_siniestro_invalida
2547,17298,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2548,22829,,1392.67,Abierto,fecha_siniestro_invalida
2549,16301,2025-03-22,,Cerrado,monto_siniestro_invalido
2550,86,,5495.7,Rechazado,fecha_siniestro_invalida
2551,16156,2026-02-25,,Rechazado,monto_siniestro_invalido
2552,23364,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2553,7641,2025-03-07,5771.47,,estado_vacio
2554,1172,2026-01-09,3379.85,,estado_vacio
2555,8628,,7.29762,Rechazado,fecha_siniestro_invalida
2556,17301,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2557,17296,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2558,16379,,11100.12,,"fecha_siniestro_invalida,estado_vacio"
2559,18887,,8398.33,,"fecha_siniestro_invalida,estado_vacio"
2560,18321,,1448.29,Cerrado,fecha_siniestro_invalida
2561,10340,2025-02-26,388.85,,estado_vacio
2562,10507,2025-02-21,13.25968,,estado_vacio
2563,24054,,2654.93,Abierto,fecha_siniestro_invalida
2564,12314,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2565,24718,,6620.36,Abierto,fecha_siniestro_invalida
2566,17391,,5603.71,Cerrado,fecha_siniestro_invalida
2567,3813,,1.28338,Abierto,fecha_siniestro_invalida
2568,12798,,11140.05,Abierto,fecha_siniestro_invalida
2569,3583,,13166.5,Cerrado,fecha_siniestro_invalida
2570,9855,,8780.44,Abierto,fecha_siniestro_invalida
2571,16206,,10234.5,Cerrado,fecha_siniestro_invalida
2573,20514,,1.59164,Abierto,fecha_siniestro_invalida
2574,15439,,13.12029,,"fecha_siniestro_invalida,estado_vacio"
2576,6446,,7607.2,,"fecha_siniestro_invalida,estado_vacio"
2578,6675,,9.97623,,"fecha_siniestro_invalida,estado_vacio"
2580,18166,,2887.95,,"fecha_siniestro_invalida,estado_vacio"
2581,5281,,6940.65,Rechazado,fecha_siniestro_invalida
2582,16327,,4695.67,,"fecha_siniestro_invalida,estado_vacio"
2583,14143,,14328.3,Rechazado,fecha_siniestro_invalida
2584,6461,,411.68,Cerrado,fecha_siniestro_invalida
2585,2781,,10411.97,Rechazado,fecha_siniestro_invalida
2586,9030,,5274.13,Abierto,fecha_siniestro_invalida
2587,5662,,9964.12,Cerrado,fecha_siniestro_invalida
2588,15629,,5954.59,Abierto,fecha_siniestro_invalida
2589,21439,,3.91489,Abierto,fecha_siniestro_invalida
2590,22053,2025-02-22,,Cerrado,monto_siniestro_invalido
2591,4169,,6544.84,Rechazado,fecha_siniestro_invalida
2592,11432,2025-11-26,,Abierto,monto_siniestro_invalido
2593,19194,,3940.57,Cerrado,fecha_siniestro_invalida
2594,4513,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2595,16763,,10669.23,Rechazado,fecha_siniestro_invalida
2596,6376,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2599,18113,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2600,20957,,10.12318,Abierto,fecha_siniestro_invalida
2601,24572,,10176.73,Rechazado,fecha_siniestro_invalida
2602,23523,,6185.32,Cerrado,fecha_siniestro_invalida
2603,24345,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2604,7534,,11.02302,Cerrado,fecha_siniestro_invalida
2605,15134,,222.15,Rechazado,fecha_siniestro_invalida
2606,16807,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2607,16301,,9987.67,Rechazado,fecha_siniestro_invalida
2608,24962,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2609,914,,13167.53,Abierto,fecha_siniestro_invalida
2611,14488,,9.01859,Cerrado,fecha_siniestro_invalida
2613,10242,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2614,6458,2025-03-25,,,"monto_siniestro_invalido,estado_vacio"
2615,12697,,12.5467,Abierto,fecha_siniestro_invalida
2616,22526,,13748.22,Abierto,fecha_siniestro_invalida
2617,4353,,6.83777,Cerrado,fecha_siniestro_invalida
2618,14894,,1.306,Abierto,fecha_siniestro_invalida
2619,12728,,14464.0,Abierto,fecha_siniestro_invalida
2620,23160,,10076.56,Cerrado,fecha_siniestro_invalida
2621,1926,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2622,15593,,5375.27,Rechazado,fecha_siniestro_invalida
2623,1218,,10.11164,,"fecha_siniestro_invalida,estado_vacio"
2625,25793,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2626,9301,,30754.0,Abierto,fecha_siniestro_invalida
2627,19274,,14.46171,Abierto,fecha_siniestro_invalida
2629,5576,,9657.06,Rechazado,fecha_siniestro_invalida
2630,10029,,4951.88,Rechazado,fecha_siniestro_invalida
2631,12557,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2633,16446,,10733.48,Rechazado,fecha_siniestro_invalida
2634,11812,,10408.69,Cerrado,fecha_siniestro_invalida
2635,7112,,11347.53,,"fecha_siniestro_invalida,estado_vacio"
2636,21703,,1953.67,Cerrado,fecha_siniestro_invalida
2637,10785,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2638,18370,,,Rechazado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2639,10635,2025-11-10,,Cerrado,monto_siniestro_invalido
2640,13885,,10216.57,Abierto,fecha_siniestro_invalida
2641,6887,2026-02-09,1319.53,,estado_vacio
2642,19897,,13.17679,Rechazado,fecha_siniestro_invalida
2643,17912,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2644,12599,,5703.66,Abierto,fecha_siniestro_invalida
2645,16830,,6223.4,,"fecha_siniestro_invalida,estado_vacio"
2646,22279,,1.76592,Abierto,fecha_siniestro_invalida
2647,7171,2025-05-23,,,"monto_siniestro_invalido,estado_vacio"
2648,23393,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2650,13756,,6061.83,Rechazado,fecha_siniestro_invalida
2651,19656,,6183.3,Cerrado,fecha_siniestro_invalida
2653,4746,,14807.91,,"fecha_siniestro_invalida,estado_vacio"
2654,13708,,3422.98,Rechazado,fecha_siniestro_invalida
2655,9985,,11376.6,Abierto,fecha_siniestro_invalida
2656,14648,,12.31279,,"fecha_siniestro_invalida,estado_vacio"
2657,19985,,4503.99,Rechazado,fecha_siniestro_invalida
2658,20297,2025-08-06,,Rechazado,monto_siniestro_invalido
2659,19487,,3415.76,Abierto,fecha_siniestro_invalida
2660,12566,2025-09-13,13602.54,,estado_vacio
2661,16937,,4789.15,,"fecha_siniestro_invalida,estado_vacio"
2662,110,,7.58526,,"fecha_siniestro_invalida,estado_vacio"
2663,17065,,5830.42,Abierto,fecha_siniestro_invalida
2664,5812,,8775.38,,"fecha_siniestro_invalida,estado_vacio"
2665,15065,,6818.61,Abierto,fecha_siniestro_invalida
2666,5917,,8244.58,,"fecha_siniestro_invalida,estado_vacio"
2667,8898,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2668,4259,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2669,21067,,1550.15,Abierto,fecha_siniestro_invalida
2670,18126,,,Abierto,"fecha_siniestro_invalida,monto_siniestro_invalido"
2671,21543,,5469.67,Rechazado,fecha_siniestro_invalida
2672,21518,,,Cerrado,"fecha_siniestro_invalida,monto_siniestro_invalido"
2673,17087,,8.47315,Abierto,fecha_siniestro_invalida
2674,6936,2025-09-03,,Cerrado,monto_siniestro_invalido
2675,6679,,11.24427,Rechazado,fecha_siniestro_invalida
2676,9465,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2680,10216,,4.37125,Abierto,fecha_siniestro_invalida
2681,22253,,6.26046,Rechazado,fecha_siniestro_invalida
2682,22686,,14097.6,Abierto,fecha_siniestro_invalida
2683,18022,,888.85,Rechazado,fecha_siniestro_invalida
2684,2035,,14.22434,Abierto,fecha_siniestro_invalida
2685,17869,,,,"fecha_siniestro_invalida,monto_siniestro_invalido,estado_vacio"
2686,17800,,2.91983,Abierto,fecha_siniestro_invalida
2687,15219,,6.6334,Cerrado,fecha_siniestro_invalida
